Speaker: HOMBRE 1 A
  Tier Type: po, Annotations Count: 987
    Time Stamp: ('ts2213', 'ts2214'), Annotation: china 
    Time Stamp: ('ts2215', 'ts2216'), Annotation: guagraguana
    Time Stamp: ('ts2217', 'ts2218'), Annotation: charinchi 
    Time Stamp: ('ts2219', 'ts2220'), Annotation: shina 
    Time Stamp: ('ts2221', 'ts2222'), Annotation: segun 
    Time Stamp: ('ts2223', 'ts2224'), Annotation: parrteguabi
    Time Stamp: ('ts2253', 'ts2254'), Annotation: bueno 
    Time Stamp: ('ts2255', 'ts2256'), Annotation: chayba
    Time Stamp: ('ts2257', 'ts2258'), Annotation: como 
    Time Stamp: ('ts2259', 'ts2261'), Annotation: como 
    Time Stamp: ('ts2262', 'ts2263'), Annotation: como 
    Time Stamp: ('ts2265', 'ts2266'), Annotation: charinchi 
    Time Stamp: ('ts2267', 'ts2268'), Annotation: china 
    Time Stamp: ('ts2269', 'ts2270'), Annotation: mucho 
    Time Stamp: ('ts2271', 'ts2272'), Annotation: ashpakuna 
    Time Stamp: ('ts2273', 'ts2274'), Annotation: china 
    Time Stamp: ('ts2275', 'ts2276'), Annotation: medio 
    Time Stamp: ('ts2277', 'ts2278'), Annotation: ya 
    Time Stamp: ('ts2279', 'ts2280'), Annotation: guakinguna 
    Time Stamp: ('ts2281', 'ts2282'), Annotation: (........)
    Time Stamp: ('ts2283', 'ts2284'), Annotation: trabakanakun 
    Time Stamp: ('ts2285', 'ts2286'), Annotation: chinga 
    Time Stamp: ('ts2287', 'ts2288'), Annotation: na
    Time Stamp: ('ts2289', 'ts2290'), Annotation: purinchi 
    Time Stamp: ('ts2291', 'ts2292'), Annotation: tanto 
    Time Stamp: ('ts2293', 'ts2294'), Annotation: ashkata 
    Time Stamp: ('ts2295', 'ts2296'), Annotation: charinchi 
    Time Stamp: ('ts2297', 'ts2298'), Annotation: tarpungabo
    Time Stamp: ('ts2299', 'ts2300'), Annotation: fiti, fiti, animalbo 
    Time Stamp: ('ts2301', 'ts2302'), Annotation: charinchi 
    Time Stamp: ('ts2303', 'ts2304'), Annotation: mas
    Time Stamp: ('ts2305', 'ts2306'), Annotation: seguro 
    Time Stamp: ('ts2307', 'ts2308'), Annotation: china 
    Time Stamp: ('ts2309', 'ts2310'), Annotation: jiagunabu
    Time Stamp: ('ts2311', 'ts2312'), Annotation: kutin 
    Time Stamp: ('ts2313', 'ts2314'), Annotation: avenata 
    Time Stamp: ('ts2315', 'ts2316'), Annotation: jichashun 
    Time Stamp: ('ts2317', 'ts2318'), Annotation: fukuchingabua
    Time Stamp: ('ts2319', 'ts2320'), Annotation: mucho 
    Time Stamp: ('ts2321', 'ts2322'), Annotation: fiti 
    Time Stamp: ('ts2323', 'ts2324'), Annotation: falta rruan
    Time Stamp: ('ts2325', 'ts2326'), Annotation: claro 
    Time Stamp: ('ts2327', 'ts2328'), Annotation: ninakunmi
    Time Stamp: ('ts2329', 'ts2330'), Annotation: tuki 
    Time Stamp: ('ts2331', 'ts2332'), Annotation: avena 
    Time Stamp: ('ts2333', 'ts2334'), Annotation: allikan 
    Time Stamp: ('ts2335', 'ts2336'), Annotation: yaaaaaa
    Time Stamp: ('ts2337', 'ts2338'), Annotation: sisque 
    Time Stamp: ('ts2339', 'ts2340'), Annotation: aaaa
    Time Stamp: ('ts2341', 'ts2342'), Annotation: mashti 
    Time Stamp: ('ts2343', 'ts2344'), Annotation: fukuchi 
    Time Stamp: ('ts2345', 'ts2346'), Annotation: lastrobi 
    Time Stamp: ('ts2347', 'ts2348'), Annotation: saquirinin 
    Time Stamp: ('ts2349', 'ts2350'), Annotation: nin
    Time Stamp: ('ts2351', 'ts2352'), Annotation: mucho gannin 
    Time Stamp: ('ts2353', 'ts2354'), Annotation: abono 
    Time Stamp: ('ts2355', 'ts2356'), Annotation: muchochira
    Time Stamp: ('ts2357', 'ts2358'), Annotation: tenteguna
    Time Stamp: ('ts2359', 'ts2360'), Annotation: rrimashgagashga
    Time Stamp: ('ts2361', 'ts2362'), Annotation: yy
    Time Stamp: ('ts2363', 'ts2364'), Annotation: chaygunada
    Time Stamp: ('ts2365', 'ts2366'), Annotation: ñuga
    Time Stamp: ('ts2367', 'ts2368'), Annotation: medio 
    Time Stamp: ('ts2369', 'ts2370'), Annotation: probashanijuni
    Time Stamp: ('ts2371', 'ts2372'), Annotation: chayniguada
    Time Stamp: ('ts2373', 'ts2374'), Annotation: jichash
    Time Stamp: ('ts2375', 'ts2376'), Annotation: maski
    Time Stamp: ('ts2377', 'ts2378'), Annotation: fukuchingabua
    Time Stamp: ('ts2379', 'ts2380'), Annotation: oo
    Time Stamp: ('ts2381', 'ts2382'), Annotation: animalba 
    Time Stamp: ('ts2383', 'ts2384'), Annotation: sirven 
    Time Stamp: ('ts2385', 'ts2386'), Annotation: imabada
    Time Stamp: ('ts2409', 'ts2410'), Annotation: claro 
    Time Stamp: ('ts2411', 'ts2413'), Annotation: alligaman 
    Time Stamp: ('ts2417', 'ts2418'), Annotation: eso 
    Time Stamp: ('ts2440', 'ts2441'), Annotation: ha ha 
    Time Stamp: ('ts2443', 'ts2444'), Annotation: chay 
    Time Stamp: ('ts2445', 'ts2446'), Annotation: San Barrtolo
    Time Stamp: ('ts2447', 'ts2448'), Annotation: uranipi
    Time Stamp: ('ts2449', 'ts2450'), Annotation: shug 
    Time Stamp: ('ts2451', 'ts2452'), Annotation: compañero 
    Time Stamp: ('ts2453', 'ts2454'), Annotation: rrecin 
    Time Stamp: ('ts2455', 'ts2456'), Annotation: cosecharka
    Time Stamp: ('ts2457', 'ts2458'), Annotation: ñamba 
    Time Stamp: ('ts2459', 'ts2460'), Annotation: alaire
    Time Stamp: ('ts2461', 'ts2462'), Annotation: latrujun 
    Time Stamp: ('ts2465', 'ts2466'), Annotation: chaybi
    Time Stamp: ('ts2467', 'ts2468'), Annotation: cosecharga
    Time Stamp: ('ts2469', 'ts2470'), Annotation: resentemente
    Time Stamp: ('ts2471', 'ts2472'), Annotation: avenata 
    Time Stamp: ('ts2473', 'ts2474'), Annotation: cosecharka
    Time Stamp: ('ts2476', 'ts2479'), Annotation: ha ha 
    Time Stamp: ('ts2480', 'ts2481'), Annotation: chayguna
    Time Stamp: ('ts2491', 'ts2494'), Annotation: shina
    Time Stamp: ('ts2501', 'ts2502'), Annotation: shina 
    Time Stamp: ('ts2503', 'ts2506'), Annotation: parrlanakunami 
    Time Stamp: ('ts2507', 'ts2508'), Annotation: mucho 
    Time Stamp: ('ts2509', 'ts2510'), Annotation: chinake 
    Time Stamp: ('ts2511', 'ts2512'), Annotation: ñukanchi 
    Time Stamp: ('ts2513', 'ts2514'), Annotation: naaaaa
    Time Stamp: ('ts2515', 'ts2516'), Annotation: chaygunadaga 
    Time Stamp: ('ts2517', 'ts2518'), Annotation: kutin 
    Time Stamp: ('ts2519', 'ts2520'), Annotation: rrurranchi 
    Time Stamp: ('ts2521', 'ts2522'), Annotation: francamente
    Time Stamp: ('ts2523', 'ts2524'), Annotation: kaymon
    Time Stamp: ('ts2525', 'ts2526'), Annotation: china
    Time Stamp: ('ts2527', 'ts2528'), Annotation: ñaupagarga
    Time Stamp: ('ts2529', 'ts2530'), Annotation: terpungaba
    Time Stamp: ('ts2531', 'ts2532'), Annotation: cebada
    Time Stamp: ('ts2533', 'ts2534'), Annotation: chiguna
    Time Stamp: ('ts2535', 'ts2536'), Annotation: medio 
    Time Stamp: ('ts2537', 'ts2538'), Annotation: tiembo 
    Time Stamp: ('ts2539', 'ts2540'), Annotation: cambiashgaga
    Time Stamp: ('ts2541', 'ts2542'), Annotation: nose ya 
    Time Stamp: ('ts2543', 'ts2544'), Annotation: chigunadash 
    Time Stamp: ('ts2545', 'ts2546'), Annotation: yana 
    Time Stamp: ('ts2547', 'ts2548'), Annotation: cultivagunajun
    Time Stamp: ('ts2549', 'ts2550'), Annotation: china
    Time Stamp: ('ts2551', 'ts2552'), Annotation: ñaaaa
    Time Stamp: ('ts2553', 'ts2554'), Annotation: china
    Time Stamp: ('ts2555', 'ts2556'), Annotation: uragunaman 
    Time Stamp: ('ts2557', 'ts2558'), Annotation: ña
    Time Stamp: ('ts2559', 'ts2560'), Annotation: puro papa 
    Time Stamp: ('ts2561', 'ts2562'), Annotation: zanahoria
    Time Stamp: ('ts2563', 'ts2564'), Annotation: shinashba
    Time Stamp: ('ts2565', 'ts2566'), Annotation: ñaupa cebadagunashba
    Time Stamp: ('ts2567', 'ts2568'), Annotation: puro china 
    Time Stamp: ('ts2569', 'ts2570'), Annotation: guakinguna ña
    Time Stamp: ('ts2571', 'ts2572'), Annotation: ña
    Time Stamp: ('ts2573', 'ts2574'), Annotation: vacaguata 
    Time Stamp: ('ts2575', 'ts2576'), Annotation: churanakun 
    Time Stamp: ('ts2577', 'ts2578'), Annotation: ya 
    Time Stamp: ('ts2579', 'ts2580'), Annotation: rriegoda
    Time Stamp: ('ts2581', 'ts2582'), Annotation: charinakun 
    Time Stamp: ('ts2583', 'ts2584'), Annotation: ura pambagunau
    Time Stamp: ('ts2585', 'ts2586'), Annotation: chiun ña
    Time Stamp: ('ts2587', 'ts2588'), Annotation: kiguata 
    Time Stamp: ('ts2589', 'ts2590'), Annotation: rruanakun 
    Time Stamp: ('ts2591', 'ts2592'), Annotation: mas
    Time Stamp: ('ts2593', 'ts2594'), Annotation: ña
    Time Stamp: ('ts2595', 'ts2596'), Annotation: chay 
    Time Stamp: ('ts2597', 'ts2598'), Annotation: lecheuan 
    Time Stamp: ('ts2599', 'ts2600'), Annotation: medio 
    Time Stamp: ('ts2601', 'ts2602'), Annotation: kausayta 
    Time Stamp: ('ts2603', 'ts2604'), Annotation: rrinakun 
    Time Stamp: ('ts2605', 'ts2606'), Annotation: ña
    Time Stamp: ('ts2607', 'ts2608'), Annotation: mucho 
    Time Stamp: ('ts2609', 'ts2610'), Annotation: ña
    Time Stamp: ('ts2611', 'ts2612'), Annotation: perdida
    Time Stamp: ('ts2613', 'ts2614'), Annotation: en 
    Time Stamp: ('ts2615', 'ts2616'), Annotation: agricultor 
    Time Stamp: ('ts2617', 'ts2618'), Annotation: china 
    Time Stamp: ('ts2619', 'ts2620'), Annotation: kagpiga 
    Time Stamp: ('ts2629', 'ts2631'), Annotation: shinchimi garga
    Time Stamp: ('ts2639', 'ts2641'), Annotation: ya
    Time Stamp: ('ts2653', 'ts2654'), Annotation: ya 
    Time Stamp: ('ts2655', 'ts2656'), Annotation: vez
    Time Stamp: ('ts2657', 'ts2658'), Annotation: shinagan 
    Time Stamp: ('ts2685', 'ts2686'), Annotation: ña 
    Time Stamp: ('ts2687', 'ts2688'), Annotation: ve
    Time Stamp: ('ts2706', 'ts2708'), Annotation: tuki
    Time Stamp: ('ts2709', 'ts2710'), Annotation: kay guasha 
    Time Stamp: ('ts2711', 'ts2712'), Annotation: kayda
    Time Stamp: ('ts2713', 'ts2714'), Annotation: guayko 
    Time Stamp: ('ts2715', 'ts2716'), Annotation: guashaman 
    Time Stamp: ('ts2717', 'ts2718'), Annotation: chi 
    Time Stamp: ('ts2719', 'ts2720'), Annotation: Chisulchimo 
    Time Stamp: ('ts2721', 'ts2722'), Annotation: chay 
    Time Stamp: ('ts2723', 'ts2724'), Annotation: familia 
    Time Stamp: ('ts2725', 'ts2726'), Annotation: cazi
    Time Stamp: ('ts2727', 'ts2728'), Annotation: puro 
    Time Stamp: ('ts2729', 'ts2730'), Annotation: chochosta
    Time Stamp: ('ts2731', 'ts2732'), Annotation: tarpun 
    Time Stamp: ('ts2733', 'ts2734'), Annotation: guakinguallada 
    Time Stamp: ('ts2735', 'ts2736'), Annotation: papada
    Time Stamp: ('ts2737', 'ts2738'), Annotation: tarpun 
    Time Stamp: ('ts2742', 'ts2744'), Annotation: yakun jatunchi 
    Time Stamp: ('ts2745', 'ts2746'), Annotation: cien dolar
    Time Stamp: ('ts2747', 'ts2748'), Annotation: ciento veinte 
    Time Stamp: ('ts2750', 'ts2753'), Annotation: pagana tukun 
    Time Stamp: ('ts2754', 'ts2755'), Annotation: eso 
    Time Stamp: ('ts2757', 'ts2758'), Annotation: china 
    Time Stamp: ('ts2759', 'ts2760'), Annotation: segun 
    Time Stamp: ('ts2761', 'ts2763'), Annotation: preciogajun 
    Time Stamp: ('ts2766', 'ts2768'), Annotation: noventa 
    Time Stamp: ('ts2769', 'ts2770'), Annotation: y cienga 
    Time Stamp: ('ts2771', 'ts2772'), Annotation: na
    Time Stamp: ('ts2773', 'ts2776'), Annotation: katunchi 
    Time Stamp: ('ts2777', 'ts2779'), Annotation: nishpa 
    Time Stamp: ('ts2784', 'ts2787'), Annotation: eso 
    Time Stamp: ('ts2789', 'ts2792'), Annotation: uyanakun 
    Time Stamp: ('ts2794', 'ts2796'), Annotation: chaybi shug
    Time Stamp: ('ts2797', 'ts2798'), Annotation: proyegto 
    Time Stamp: ('ts2799', 'ts2800'), Annotation: kurka 
    Time Stamp: ('ts2801', 'ts2802'), Annotation: chochusta 
    Time Stamp: ('ts2806', 'ts2808'), Annotation: chay proyegtumi
    Time Stamp: ('ts2809', 'ts2810'), Annotation: tarbushba 
    Time Stamp: ('ts2811', 'ts2812'), Annotation: payguna 
    Time Stamp: ('ts2813', 'ts2814'), Annotation: na chingachin 
    Time Stamp: ('ts2815', 'ts2816'), Annotation: siguen 
    Time Stamp: ('ts2817', 'ts2818'), Annotation: tarpunakun 
    Time Stamp: ('ts2819', 'ts2820'), Annotation: cada
    Time Stamp: ('ts2821', 'ts2822'), Annotation: guata 
    Time Stamp: ('ts2823', 'ts2824'), Annotation: rrikuni 
    Time Stamp: ('ts2825', 'ts2826'), Annotation: tarpun 
    Time Stamp: ('ts2827', 'ts2828'), Annotation: cosechanakunta 
    Time Stamp: ('ts2830', 'ts2832'), Annotation: bueno 
    Time Stamp: ('ts2833', 'ts2834'), Annotation: kay 
    Time Stamp: ('ts2835', 'ts2836'), Annotation: ñukanchi 
    Time Stamp: ('ts2837', 'ts2838'), Annotation: comunabiga 
    Time Stamp: ('ts2839', 'ts2840'), Annotation: casi
    Time Stamp: ('ts2841', 'ts2842'), Annotation: chayguna 
    Time Stamp: ('ts2843', 'ts2844'), Annotation: na
    Time Stamp: ('ts2845', 'ts2846'), Annotation: tiashka 
    Time Stamp: ('ts2847', 'ts2848'), Annotation: y
    Time Stamp: ('ts2849', 'ts2850'), Annotation: na
    Time Stamp: ('ts2851', 'ts2852'), Annotation: tarburanchi
    Time Stamp: ('ts2873', 'ts2874'), Annotation: eso 
    Time Stamp: ('ts2875', 'ts2876'), Annotation: chayda 
    Time Stamp: ('ts2877', 'ts2878'), Annotation: guakimbi 
    Time Stamp: ('ts2879', 'ts2882'), Annotation: pensanchi 
    Time Stamp: ('ts2935', 'ts2936'), Annotation: ya 
    Time Stamp: ('ts2937', 'ts2938'), Annotation: a
    Time Stamp: ('ts2939', 'ts2940'), Annotation: guanumari 
    Time Stamp: ('ts2951', 'ts2952'), Annotation: shinaga
    Time Stamp: ('ts2953', 'ts2955'), Annotation: carangachi 
    Time Stamp: ('ts2985', 'ts2987'), Annotation: mmm 
    Time Stamp: ('ts2988', 'ts2989'), Annotation: bueno
    Time Stamp: ('ts2990', 'ts2991'), Annotation: kunun 
    Time Stamp: ('ts2992', 'ts2994'), Annotation: kunun 
    Time Stamp: ('ts2995', 'ts2997'), Annotation: None
    Time Stamp: ('ts2999', 'ts3000'), Annotation: kunun 
    Time Stamp: ('ts3001', 'ts3002'), Annotation: na 
    Time Stamp: ('ts3003', 'ts3004'), Annotation: jagun 
    Time Stamp: ('ts3005', 'ts3006'), Annotation: sarun 
    Time Stamp: ('ts3007', 'ts3008'), Annotation: guatalaya 
    Time Stamp: ('ts3011', 'ts3012'), Annotation: sarun 
    Time Stamp: ('ts3013', 'ts3014'), Annotation: guata
    Time Stamp: ('ts3015', 'ts3016'), Annotation: karga 
    Time Stamp: ('ts3017', 'ts3018'), Annotation: kay 
    Time Stamp: ('ts3019', 'ts3020'), Annotation: pamba 
    Time Stamp: ('ts3021', 'ts3022'), Annotation: kunun 
    Time Stamp: ('ts3023', 'ts3024'), Annotation: kay 
    Time Stamp: ('ts3025', 'ts3026'), Annotation: tiarka 
    Time Stamp: ('ts3027', 'ts3028'), Annotation: mucho 
    Time Stamp: ('ts3029', 'ts3030'), Annotation: castigo 
    Time Stamp: ('ts3031', 'ts3032'), Annotation: tiarka 
    Time Stamp: ('ts3033', 'ts3034'), Annotation: enero tarpuyta 
    Time Stamp: ('ts3037', 'ts3038'), Annotation: caza
    Time Stamp: ('ts3039', 'ts3040'), Annotation: tukuchirka
    Time Stamp: ('ts3041', 'ts3042'), Annotation: algunos 
    Time Stamp: ('ts3043', 'ts3044'), Annotation: perderon 
    Time Stamp: ('ts3045', 'ts3046'), Annotation: trescientos 
    Time Stamp: ('ts3047', 'ts3048'), Annotation: quintales 
    Time Stamp: ('ts3049', 'ts3050'), Annotation: de siembra
    Time Stamp: ('ts3051', 'ts3052'), Annotation: chay 
    Time Stamp: ('ts3053', 'ts3054'), Annotation: familiaguna 
    Time Stamp: ('ts3055', 'ts3056'), Annotation: ashgata 
    Time Stamp: ('ts3057', 'ts3058'), Annotation: tarpun 
    Time Stamp: ('ts3059', 'ts3060'), Annotation: kay 
    Time Stamp: ('ts3061', 'ts3062'), Annotation: pambaman 
    Time Stamp: ('ts3065', 'ts3066'), Annotation: algun 
    Time Stamp: ('ts3067', 'ts3068'), Annotation: shinallati 
    Time Stamp: ('ts3069', 'ts3073'), Annotation: algunos 
    Time Stamp: ('ts3074', 'ts3076'), Annotation: perderon 
    Time Stamp: ('ts3077', 'ts3078'), Annotation: chamunda 
    Time Stamp: ('ts3079', 'ts3080'), Annotation: shamurga
    Time Stamp: ('ts3081', 'ts3082'), Annotation: granizada
    Time Stamp: ('ts3083', 'ts3084'), Annotation: rrazu nishka 
    Time Stamp: ('ts3087', 'ts3088'), Annotation: demas 
    Time Stamp: ('ts3089', 'ts3090'), Annotation: chinuchi
    Time Stamp: ('ts3091', 'ts3092'), Annotation: ñukash 
    Time Stamp: ('ts3093', 'ts3094'), Annotation: perderkani 
    Time Stamp: ('ts3095', 'ts3096'), Annotation: chay 
    Time Stamp: ('ts3097', 'ts3098'), Annotation: ura pambabi
    Time Stamp: ('ts3099', 'ts3100'), Annotation: y
    Time Stamp: ('ts3101', 'ts3102'), Annotation: chaynipish
    Time Stamp: ('ts3103', 'ts3104'), Annotation: perdirkani 
    Time Stamp: ('ts3105', 'ts3106'), Annotation: razumunda
    Time Stamp: ('ts3107', 'ts3108'), Annotation: ishki
    Time Stamp: ('ts3109', 'ts3110'), Annotation: cementerada
    Time Stamp: ('ts3111', 'ts3112'), Annotation: enero tarbuyda
    Time Stamp: ('ts3113', 'ts3114'), Annotation: callebimi
    Time Stamp: ('ts3115', 'ts3116'), Annotation: shitarani 
    Time Stamp: ('ts3118', 'ts3120'), Annotation: mmmm
    Time Stamp: ('ts3121', 'ts3122'), Annotation: razu
    Time Stamp: ('ts3123', 'ts3124'), Annotation: shamurka
    Time Stamp: ('ts3125', 'ts3126'), Annotation: y chiguanga ya 
    Time Stamp: ('ts3127', 'ts3128'), Annotation: guakin 
    Time Stamp: ('ts3129', 'ts3130'), Annotation: papaguaga
    Time Stamp: ('ts3131', 'ts3132'), Annotation: retoñan 
    Time Stamp: ('ts3133', 'ts3134'), Annotation: retoñan 
    Time Stamp: ('ts3135', 'ts3136'), Annotation: guakinga
    Time Stamp: ('ts3137', 'ts3138'), Annotation: na
    Time Stamp: ('ts3139', 'ts3140'), Annotation: retoñan 
    Time Stamp: ('ts3141', 'ts3142'), Annotation: chingan 
    Time Stamp: ('ts3143', 'ts3144'), Annotation: mucha 
    Time Stamp: ('ts3145', 'ts3146'), Annotation: perdida
    Time Stamp: ('ts3147', 'ts3148'), Annotation: tian 
    Time Stamp: ('ts3179', 'ts3180'), Annotation: chayda
    Time Stamp: ('ts3181', 'ts3182'), Annotation: ninakun 
    Time Stamp: ('ts3183', 'ts3184'), Annotation: karka
    Time Stamp: ('ts3185', 'ts3186'), Annotation: ñaugpa
    Time Stamp: ('ts3187', 'ts3188'), Annotation: abuelokuna 
    Time Stamp: ('ts3189', 'ts3190'), Annotation: cebada
    Time Stamp: ('ts3191', 'ts3192'), Annotation: jichashbaga 
    Time Stamp: ('ts3193', 'ts3194'), Annotation: noviembredami 
    Time Stamp: ('ts3195', 'ts3196'), Annotation: jichananish
    Time Stamp: ('ts3198', 'ts3200'), Annotation: ari
    Time Stamp: ('ts3201', 'ts3202'), Annotation: noviembreda
    Time Stamp: ('ts3203', 'ts3204'), Annotation: jichana 
    Time Stamp: ('ts3205', 'ts3206'), Annotation: ama cazachun nishpa 
    Time Stamp: ('ts3207', 'ts3208'), Annotation: parrlankarka
    Time Stamp: ('ts3209', 'ts3210'), Annotation: ñukanchi 
    Time Stamp: ('ts3211', 'ts3212'), Annotation: mutin 
    Time Stamp: ('ts3213', 'ts3214'), Annotation: ya 
    Time Stamp: ('ts3215', 'ts3216'), Annotation: kunun 
    Time Stamp: ('ts3217', 'ts3219'), Annotation: chay 
    Time Stamp: ('ts3220', 'ts3222'), Annotation: historia
    Time Stamp: ('ts3223', 'ts3224'), Annotation: chay 
    Time Stamp: ('ts3225', 'ts3226'), Annotation: costumbregunada
    Time Stamp: ('ts3227', 'ts3228'), Annotation: ya
    Time Stamp: ('ts3229', 'ts3230'), Annotation: tukin 
    Time Stamp: ('ts3231', 'ts3232'), Annotation: familiagunaga
    Time Stamp: ('ts3233', 'ts3234'), Annotation: chingachinchi 
    Time Stamp: ('ts3235', 'ts3236'), Annotation: ooooooo
    Time Stamp: ('ts3237', 'ts3238'), Annotation: ñachu
    Time Stamp: ('ts3239', 'ts3240'), Annotation: na
    Time Stamp: ('ts3241', 'ts3242'), Annotation: ganchi 
    Time Stamp: ('ts3243', 'ts3244'), Annotation: ima shina chari
    Time Stamp: ('ts3245', 'ts3246'), Annotation: na 
    Time Stamp: ('ts3247', 'ts3248'), Annotation: ficharanchi 
    Time Stamp: ('ts3258', 'ts3260'), Annotation: eso
    Time Stamp: ('ts3261', 'ts3263'), Annotation: noviembremigan 
    Time Stamp: ('ts3274', 'ts3276'), Annotation: eso
    Time Stamp: ('ts3277', 'ts3279'), Annotation: chinami
    Time Stamp: ('ts3285', 'ts3286'), Annotation: ya
    Time Stamp: ('ts3287', 'ts3289'), Annotation: ari
    Time Stamp: ('ts3331', 'ts3332'), Annotation: ñaaaa
    Time Stamp: ('ts3333', 'ts3334'), Annotation: chilcagua 
    Time Stamp: ('ts3335', 'ts3336'), Annotation: tukuchi 
    Time Stamp: ('ts3337', 'ts3338'), Annotation: tamiauan 
    Time Stamp: ('ts3339', 'ts3340'), Annotation: ña
    Time Stamp: ('ts3341', 'ts3343'), Annotation: alzaringabua
    Time Stamp: ('ts3349', 'ts3350'), Annotation: ya
    Time Stamp: ('ts3351', 'ts3352'), Annotation: trabajashunchi 
    Time Stamp: ('ts3365', 'ts3366'), Annotation: haba 
    Time Stamp: ('ts3375', 'ts3376'), Annotation: kay 
    Time Stamp: ('ts3377', 'ts3378'), Annotation: chaspina 
    Time Stamp: ('ts3379', 'ts3380'), Annotation: chaspina kanchi 
    Time Stamp: ('ts3381', 'ts3382'), Annotation: laduna kanchi 
    Time Stamp: ('ts3383', 'ts3384'), Annotation: mataguamundaga
    Time Stamp: ('ts3385', 'ts3386'), Annotation: kay 
    Time Stamp: ('ts3387', 'ts3388'), Annotation: guacho lumuan
    Time Stamp: ('ts3389', 'ts3390'), Annotation: papa solitoua sakirinchi 
    Time Stamp: ('ts3401', 'ts3402'), Annotation: eso 
    Time Stamp: ('ts3404', 'ts3406'), Annotation: asin 
    Time Stamp: ('ts3411', 'ts3412'), Annotation: que 
    Time Stamp: ('ts3416', 'ts3419'), Annotation: asinakun 
    Time Stamp: ('ts3431', 'ts3432'), Annotation: yachaka 
    Time Stamp: ('ts3445', 'ts3446'), Annotation: na 
    Time Stamp: ('ts3447', 'ts3448'), Annotation: kayuannn
    Time Stamp: ('ts3449', 'ts3450'), Annotation: shug 
    Time Stamp: ('ts3451', 'ts3452'), Annotation: gindibi 
    Time Stamp: ('ts3453', 'ts3454'), Annotation: umabi 
    Time Stamp: ('ts3455', 'ts3456'), Annotation: pilis
    Time Stamp: ('ts3457', 'ts3458'), Annotation: usa
    Time Stamp: ('ts3459', 'ts3460'), Annotation: layami gaiga
    Time Stamp: ('ts3461', 'ts3463'), Annotation: kay 
    Time Stamp: ('ts3464', 'ts3467'), Annotation: ha ha 
    Time Stamp: ('ts3468', 'ts3469'), Annotation: quitashi
    Time Stamp: ('ts3470', 'ts3472'), Annotation: ha ha 
    Time Stamp: ('ts3473', 'ts3474'), Annotation: chayga 
    Time Stamp: ('ts3475', 'ts3476'), Annotation: na valinchi 
    Time Stamp: ('ts3477', 'ts3478'), Annotation: jakina 
    Time Stamp: ('ts3479', 'ts3480'), Annotation: kay 
    Time Stamp: ('ts3481', 'ts3482'), Annotation: jiguadaga 
    Time Stamp: ('ts3485', 'ts3486'), Annotation: ladunacanchi 
    Time Stamp: ('ts3487', 'ts3488'), Annotation: chay 
    Time Stamp: ('ts3489', 'ts3490'), Annotation: papa solido sakirin 
    Time Stamp: ('ts3491', 'ts3492'), Annotation: chaymua 
    Time Stamp: ('ts3493', 'ts3494'), Annotation: alli ganga
    Time Stamp: ('ts3495', 'ts3496'), Annotation: ña
    Time Stamp: ('ts3497', 'ts3498'), Annotation: chiguakuna 
    Time Stamp: ('ts3499', 'ts3500'), Annotation: animalba 
    Time Stamp: ('ts3501', 'ts3502'), Annotation: sirven 
    Time Stamp: ('ts3503', 'ts3504'), Annotation: pero 
    Time Stamp: ('ts3505', 'ts3507'), Annotation: kunuguanga
    Time Stamp: ('ts3508', 'ts3509'), Annotation: animalba 
    Time Stamp: ('ts3510', 'ts3513'), Annotation: na 
    Time Stamp: ('ts3514', 'ts3516'), Annotation: sakinakanchi 
    Time Stamp: ('ts3518', 'ts3521'), Annotation: ha ha 
    Time Stamp: ('ts3529', 'ts3530'), Annotation: eso illita 
    Time Stamp: ('ts3538', 'ts3540'), Annotation: bueno 
    Time Stamp: ('ts3541', 'ts3542'), Annotation: guaquimbiga 
    Time Stamp: ('ts3543', 'ts3544'), Annotation: jiguaguna na tiagpiga 
    Time Stamp: ('ts3545', 'ts3546'), Annotation: mikunakunllami 
    Time Stamp: ('ts3552', 'ts3554'), Annotation: ha ha 
    Time Stamp: ('ts3555', 'ts3556'), Annotation: segunda 
    Time Stamp: ('ts3557', 'ts3558'), Annotation: guañun 
    Time Stamp: ('ts3559', 'ts3560'), Annotation: guagragunaga 
    Time Stamp: ('ts3561', 'ts3562'), Annotation: maski aguantash mikun 
    Time Stamp: ('ts3570', 'ts3572'), Annotation: no se 
    Time Stamp: ('ts3573', 'ts3574'), Annotation: naaaaa
    Time Stamp: ('ts3578', 'ts3579'), Annotation: minsir 
    Time Stamp: ('ts3581', 'ts3582'), Annotation: kay 
    Time Stamp: ('ts3583', 'ts3584'), Annotation: kaymi 
    Time Stamp: ('ts3585', 'ts3586'), Annotation: shutida charin 
    Time Stamp: ('ts3587', 'ts3588'), Annotation: kayda
    Time Stamp: ('ts3589', 'ts3590'), Annotation: bueno 
    Time Stamp: ('ts3591', 'ts3592'), Annotation: rigsishgagan 
    Time Stamp: ('ts3593', 'ts3594'), Annotation: guagraba 
    Time Stamp: ('ts3595', 'ts3596'), Annotation: cuy gunaba 
    Time Stamp: ('ts3597', 'ts3598'), Annotation: kaymi gan 
    Time Stamp: ('ts3599', 'ts3600'), Annotation: jutso 
    Time Stamp: ('ts3603', 'ts3604'), Annotation: futso 
    Time Stamp: ('ts3605', 'ts3606'), Annotation: jigua
